UniProt	KEGG name
Q9D051;Q3TL86;Q505N8;Q99LW9	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Valine, leucine and isoleucine biosynthesis;Pyruvate metabolism;Butanoate metabolism
P35487;Q497M8	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Valine, leucine and isoleucine biosynthesis;Pyruvate metabolism;Butanoate metabolism
Q91ZW2;Q3V1R0;Q8C8R4	Other types of O-glycan biosynthesis
O08760;O08733;O08910;O08991;O35617;O35915;Q9QXE8	Base excision repair
Q8VHI3;Q8VEM2;Q9CV66	Other types of O-glycan biosynthesis
Q8CGY8;A2ALY1;Q6PG10;Q8BXH6;Q91Y38	Other types of O-glycan biosynthesis
Q9EQ09;Q3U3M1	PPAR signaling pathway;Phagosome
P53347;Q3U1Y5;Q5SPX6	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
Q8K010;Q8R3K2	Glutathione metabolism
P32300	Neuroactive ligand-receptor interaction
P33534	Neuroactive ligand-receptor interaction
P15409;Q8K0D8;Q96DZ2	Phototransduction
P35377;Q60645;Q8VI74;Q9QUT5;Q9Z2M8;Q9Z2M9;Q9Z2N0	Neuroactive ligand-receptor interaction
P42866;A1XGX3;A1XGX4;A1YAC3;A1YAC4;A5H7G2;Q4U2P4;Q4U2Q6;Q548C6;Q60768;Q6YC50;Q8CAN5;Q8CGW2;Q8CH73;Q8CH74;Q8CH75;Q8VBU3;Q8VBU6;Q8VBX8;Q8VI69;Q8VI70;Q8VI71;Q8VIN3;Q8VIN4;Q8VIN5;Q8VIN6;Q8VIP0;Q8VIP1;Q9JIY1;Q9R0D1;Q9R1L9;Q9R1M0	Neuroactive ligand-receptor interaction
P34984;Q8VFS2	Olfactory transduction
Q8VFM9;Q62340	Olfactory transduction
Q60879;Q8VFP7	Olfactory transduction
Q60890;Q7TQU3;Q8VFH1	Olfactory transduction
P23275;Q496W6;Q8VFF0	Olfactory transduction
Q8VGD6;Q8BKF2;Q9QUL1;Q9Z1U2	Olfactory transduction
Q7TQQ0;A0A0U1RP41;Q9R0K3	Olfactory transduction
Q8VFK1	Olfactory transduction
Q8VFL5	Olfactory transduction
Q9Z1V0;Q8VFB7	Olfactory transduction
Q8VGR8;A0PK46;A2AVX6	Olfactory transduction
Q60893;B2RQX1;Q7TRE7;Q9ERU6	Olfactory transduction
Q8VG06	Olfactory transduction
Q8VFT4	Olfactory transduction
P34986;A0PK63;Q9EPG1;Q9EPV0	Olfactory transduction
Q8VGI5	Olfactory transduction
Q8VG04	Olfactory transduction
Q60882;Q9EQB0	Olfactory transduction
Q9WUV0;Q3TMI6	Cell cycle;Cell cycle - yeast;Meiosis - yeast
Q8VFL9	Olfactory transduction
Q8VF13	Olfactory transduction
Q8VGS1	Olfactory transduction
Q60862	Cell cycle;Cell cycle - yeast;Meiosis - yeast
Q8VGR9	Olfactory transduction
O88708;Q91V62;Q9QYX1	Cell cycle;Cell cycle - yeast;Meiosis - yeast
Q60889;Q3MI75;Q8VGH4	Olfactory transduction
O55241	Neuroactive ligand-receptor interaction
Q9JK30;A2AMF4;A2AMF5;Q6P8H2;Q8BR83;Q8C395	Cell cycle;Cell cycle - yeast;Meiosis - yeast
Q9Z1N2;A2A8R3	Cell cycle;Cell cycle - yeast;Meiosis - yeast
Q9D8S4	Ribosome biogenesis in eukaryotes
Q8K2C7	Protein processing in endoplasmic reticulum
Q8VBT3;Q8VHT9	Osteoclast differentiation
O70458;O88821	Cytokine-cytokine receptor interaction;Jak-STAT signaling pathway
O54734;Q8C4P7	N-Glycan biosynthesis;Various types of N-glycan biosynthesis;Protein processing in endoplasmic reticulum
Q8R000	Bile secretion
Q80WK2;Q14BU3;Q3V4C1	Bile secretion
P10923;P19008;Q91VH4	Focal adhesion;ECM-receptor interaction;Toll-like receptor signaling pathway
P11725	Arginine and proline metabolism
Q3U2S4;Q3UE33;Q91YL5;Q9CV50;Q9JIG6	RIG-I-like receptor signaling pathway
Q8CB27;B2RSW9;Q8BPM9;Q8CB24	Protein processing in endoplasmic reticulum
P58307;Q0VDP5;Q3USS9;Q6VNS3;Q80T45	Neuroactive ligand-receptor interaction
P18894;Q64465;Q8VCW7	Glycine, serine and threonine metabolism;Penicillin and cephalosporin biosynthesis;Arginine and proline metabolism;D-Arginine and D-ornithine metabolism;Peroxisome
Q922Z0;Q3TT69;Q8R2R2	Alanine, aspartate and glutamate metabolism;Peroxisome
Q8BGA9;Q8BK01;Q8R091;Q9D8X7	Protein export;Bacterial secretion system
P58308;Q5SGC8;Q6VLX3;Q8BG12	Neuroactive ligand-receptor interaction
O09046;Q1LZI6;Q3T9N9;Q3U7S6;Q3V0K2;Q6Y632;Q6YBV6;Q6YDI8;Q8R2G8;Q9CXK7	Alanine, aspartate and glutamate metabolism;Cysteine and methionine metabolism;Valine, leucine and isoleucine degradation;Tyrosine metabolism;Phenylalanine metabolism;Tryptophan metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Isoquinoline alkaloid biosynthesis
P97926;F8VQ78	Calcium signaling pathway;Neuroactive ligand-receptor interaction
Q9D404	Fatty acid biosynthesis
Q9D2F7	RNA transport
Q5SW25	RNA transport
P51576;Q5SRU4	Calcium signaling pathway;Neuroactive ligand-receptor interaction
Q9JK24;B2RR97;Q9CSA6;Q9JJD2	mRNA surveillance pathway
Q8K3P1;Q3KP15;Q3TYV0;Q812E6;Q812E7	Calcium signaling pathway;Neuroactive ligand-receptor interaction
Q3UR32;A2AW02;Q8R1U4	Calcium signaling pathway;Neuroactive ligand-receptor interaction
Q9Z1M0	Calcium signaling pathway;Neuroactive ligand-receptor interaction
Q9JJS7	Neuroactive ligand-receptor interaction
Q8BFU7;A2ASC0;Q7TMT1	Neuroactive ligand-receptor interaction
Q9ERK9	Neuroactive ligand-receptor interaction
P49650	Neuroactive ligand-receptor interaction
O54803;G3X8W3;Q3UUD0	Calcium signaling pathway;Neuroactive ligand-receptor interaction
P35383;O09031;Q9CPZ4	Neuroactive ligand-receptor interaction
Q60716;Q8VBU4	Arginine and proline metabolism
Q8CBQ5;Q91Z30;Q9D072;Q9D471	Inositol phosphate metabolism;Phosphatidylinositol signaling system
Q9D8I2;Q0VF10;Q8C412;Q8CAL2	Neuroactive ligand-receptor interaction
Q61194;Q61182	Inositol phosphate metabolism;Phosphatidylinositol signaling system
Q9ESG6	Neuroactive ligand-receptor interaction
Q64143	ErbB signaling pathway;Chemokine signaling pathway;Phosphatidylinositol signaling system;mTOR signaling pathway;Apoptosis;VEGF signaling pathway;Osteoclast differentiation;Focal adhesion;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Neurotrophin signaling pathway;Regulation of actin cytoskeleton;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Type II diabetes mellitus;Aldosterone-regulated sodium reabsorption;Carbohydrate digestion and absorption;Bacterial invasion of epithelial cells;Chagas disease (American trypanosomiasis);Toxoplasmosis;Amoebiasis;Hepatitis C;Measles;Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
Q922Q4	Arginine and proline metabolism
O70167;O70168	Inositol phosphate metabolism;Phosphatidylinositol signaling system
Q60715;Q3TEB7;Q80T05;Q91VJ7	Arginine and proline metabolism
Q2TBE6	Inositol phosphate metabolism;Phosphatidylinositol signaling system
Q9DCC4;Q8R0P9;Q9D0X2	Arginine and proline metabolism
Q922W5	Arginine and proline metabolism
O08908;Q5U3K7	ErbB signaling pathway;Chemokine signaling pathway;Phosphatidylinositol signaling system;mTOR signaling pathway;Apoptosis;VEGF signaling pathway;Osteoclast differentiation;Focal adhesion;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Neurotrophin signaling pathway;Regulation of actin cytoskeleton;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Type II diabetes mellitus;Aldosterone-regulated sodium reabsorption;Carbohydrate digestion and absorption;Bacterial invasion of epithelial cells;Chagas disease (American trypanosomiasis);Toxoplasmosis;Amoebiasis;Hepatitis C;Measles;Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
Q9Z110;Q8BGM2;Q9R1P6	Arginine and proline metabolism
Q61205	Ether lipid metabolism
Q9Z0Y2;A6H6K5;Q9D7E2;Q9D884	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q9JJP2;B1AX89;B1AX90;Q3UT91;Q9CU77;Q9JJP1;Q9WUJ0	p53 signaling pathway;Neurotrophin signaling pathway;Measles
Q61206;Q6PKE6;Q7TNP3	Ether lipid metabolism
P26450;Q8K3B3	ErbB signaling pathway;Chemokine signaling pathway;Phosphatidylinositol signaling system;mTOR signaling pathway;Apoptosis;VEGF signaling pathway;Osteoclast differentiation;Focal adhesion;Toll-like receptor signaling pathway;Jak-STAT signaling pathway;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Leukocyte transendothelial migration;Neurotrophin signaling pathway;Regulation of actin cytoskeleton;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Type II diabetes mellitus;Aldosterone-regulated sodium reabsorption;Carbohydrate digestion and absorption;Bacterial invasion of epithelial cells;Chagas disease (American trypanosomiasis);Toxoplasmosis;Amoebiasis;Hepatitis C;Measles;Pathways in cancer;Colorectal cancer;Renal cell carcinoma;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
P47713	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
P0C871;A2AP62;Q4QQM1;Q80VV8;Q91W88	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q50L43;A2AQJ1;Q3TJC5	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
P02340;Q9QUP3	MAPK signaling pathway;Cell cycle;p53 signaling pathway;Apoptosis;Wnt signaling pathway;Neurotrophin signaling pathway;Amyotrophic lateral sclerosis (ALS);Huntington's disease;Hepatitis C;Measles;Pathways in cancer;Colorectal cancer;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Thyroid cancer;Basal cell carcinoma;Melanoma;Bladder cancer;Chronic myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer
Q50L42;Q8BX44	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
P48076	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q9WVF6;Q3V4B8;Q9JLK0	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q8BZT7	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q9QUL3	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q9QZT4;Q8CE14	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
Q9QXX3;Q9EQK6	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
P97391;Q9QZU6	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
P31482;Q60871	Glycerophospholipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;MAPK signaling pathway;Vascular smooth muscle contraction;VEGF signaling pathway;Fc epsilon RI signaling pathway;Long-term depression;GnRH signaling pathway;Pancreatic secretion;Fat digestion and absorption;Toxoplasmosis
O70176	Neuroactive ligand-receptor interaction
P29341;Q99L36	RNA transport;mRNA surveillance pathway;RNA degradation
P70205	Neuroactive ligand-receptor interaction
Q8CCS6;O35935	mRNA surveillance pathway
Q60963;Q8BKM3;Q921T4	Ether lipid metabolism
Q8VDG7;E9QNW7;Q8R0Y7	Ether lipid metabolism
P10601	Neuroactive ligand-receptor interaction
Q8VE62;Q9WUC9	RNA transport
Q61036;O88645;Q8K1R5;Q8K1R6	ErbB signaling pathway;Axon guidance;Focal adhesion;T cell receptor signaling pathway;Regulation of actin cytoskeleton;Renal cell carcinoma
Q8VEB4;Q3TCB1;Q3U303	Glycerophospholipid metabolism;Lysosome
O35386;O08527	Peroxisome
P12388;O35687;Q9QWP6;Q9QWP7;Q9QWP8;Q9QWP9;Q9QWQ0;Q9QWZ5;Q9QWZ6	Amoebiasis
Q8BTW9;Q6ZPX0;Q80Z97;Q9CS71	ErbB signaling pathway;Axon guidance;Focal adhesion;T cell receptor signaling pathway;Regulation of actin cytoskeleton;Renal cell carcinoma
Q8C015;Q3TQJ7;Q6RWS7	ErbB signaling pathway;Axon guidance;Focal adhesion;T cell receptor signaling pathway;Regulation of actin cytoskeleton;Renal cell carcinoma
Q3ULB5;Q3TY26	ErbB signaling pathway;Axon guidance;Focal adhesion;T cell receptor signaling pathway;Regulation of actin cytoskeleton;Renal cell carcinoma
Q8CIN4	MAPK signaling pathway;ErbB signaling pathway;Axon guidance;Focal adhesion;T cell receptor signaling pathway;Regulation of actin cytoskeleton;Renal cell carcinoma
Q640Q5;H3BKF3;Q3U5F2;Q8CE75;Q9CZM6	RNA degradation
Q8BGF7;Q3TZK5;Q68FH6;Q6ZQ63	RNA degradation
Q9JLB2	Tight junction
Q7M753;Q3U4S0	Pantothenate and CoA biosynthesis
Q8R2W9	Pantothenate and CoA biosynthesis
Q80YV4;B1AZN5;B1AZN6;Q7M751;Q8BQE9	Pantothenate and CoA biosynthesis
Q8K4K6;Q9D3K1;Q9QXM8	Pantothenate and CoA biosynthesis
Q8C0L6;Q8K254	Peroxisome
Q61183;Q61208;Q61209;Q8K4X2	mRNA surveillance pathway
Q9Z101;Q5RL03;Q6P8R2	Endocytosis;Tight junction
Q91VH1;Q9CZA0	Adipocytokine signaling pathway
Q9WVP6;Q9R1R3	mRNA surveillance pathway
P55086	Neuroactive ligand-receptor interaction;African trypanosomiasis
Q6PB75;G3X948	RNA degradation
Q60967;Q3U647	Purine metabolism;Selenocompound metabolism;Sulfur metabolism
Q9JK83;A2ANX8;Q8R3J8	Endocytosis;Tight junction
Q8BQS5;Q8CA45;Q8CID6	Adipocytokine signaling pathway
Q6PCL9;Q8BZC9	mRNA surveillance pathway
Q9JK84	Endocytosis;Tight junction
O88428;Q5BKP4;Q9Z274	Purine metabolism;Selenocompound metabolism;Sulfur metabolism
O08675;B9EIT2;Q3UXV3	Neuroactive ligand-receptor interaction
Q99NH2;Q58T10;Q58T11;Q8CB21	Chemokine signaling pathway;Neuroactive ligand-receptor interaction;Endocytosis;Adherens junction;Tight junction
O88634;Q8BZ77	Neuroactive ligand-receptor interaction
P30558;P97507;Q3TVP3	Calcium signaling pathway;Neuroactive ligand-receptor interaction;Endocytosis;Complement and coagulation cascades;Regulation of actin cytoskeleton
Q3ULW8;A0A1L1SRP6;E9PX17;E9Q992;Q3UGL7;Q8BHN6;Q8BXU2;Q8CFB8;Q91YR6	Base excision repair
Q9EPC1;Q9JJ65	Focal adhesion
E9PYK3;Q6A0B1;Q80UW6;Q8BW82;Q8R3A5	Base excision repair
Q9ES46	Focal adhesion
Q9ERD8;Q8BH45;Q91X89	Focal adhesion
Q8VDG3;Q8C7N6;Q9DC46	RNA degradation
Q99LX0;O88306;Q3THB9;Q3U509	Parkinson's disease
Q3TC46;Q3TD30;Q3U4Q3;Q3UD09;Q6PD49;Q8BN50;Q8C3S7	RNA degradation
P32115;B7ZNC7;P97341;Q9QUR1;Q9R091	Maturity onset diabetes of the young
Q00288;P97342;Q6GU20	Pathways in cancer;Thyroid cancer
O88554;Q99N29	Base excision repair
P63015;P32117;P70601;Q3UTV5;Q62222;Q64037;Q8CEI5;Q8VDB5;Q921Q8	Maturity onset diabetes of the young
Q8VI36;Q3TB62;Q3TZQ6;Q8VI37	Chemokine signaling pathway;VEGF signaling pathway;Focal adhesion;Leukocyte transendothelial migration;Regulation of actin cytoskeleton;Bacterial invasion of epithelial cells
Q8BYI6;A3KBM0;A9Q1G2;A9Q1G3	Glycerophospholipid metabolism;Ether lipid metabolism
Q99MN9;Q9DBG2	Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes
P60335	Spliceosome
Q91ZA3;Q80VU5;Q922N3	Valine, leucine and isoleucine degradation;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Carbon fixation pathways in prokaryotes
Q3TFD2;Q3TAX4;Q6NXZ6;Q8BG23;Q8BUX7;Q99JU6	Glycerophospholipid metabolism;Ether lipid metabolism
G3X9Z4;B2RX07;F6UFZ5;Q3TT32;Q3TTQ0;Q69ZY3;Q8K0S1;Q8R2P5;Q99KH9	mRNA surveillance pathway
Q9Z2V4;Q3UEH3	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;PPAR signaling pathway;Insulin signaling pathway;Adipocytokine signaling pathway;Proximal tubule bicarbonate reclamation
Q8BH04;Q8BMM9;Q91Z10	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;PPAR signaling pathway;Insulin signaling pathway;Adipocytokine signaling pathway;Proximal tubule bicarbonate reclamation
P17918	DNA replication;Base excision repair;Nucleotide excision repair;Mismatch repair;Cell cycle
Q7TMR0;Q3TLW3;Q3V302;Q8BKK3;Q8R0T8;Q9D049	Protein digestion and absorption
P49586;Q542W4	Phosphonate and phosphinate metabolism;Glycerophospholipid metabolism
Q9EP73	Cell adhesion molecules (CAMs)
P0C1Q2;A2AKR2	Purine metabolism
Q9WUL5	Cell adhesion molecules (CAMs)
Q811Q9;Q3UEW0;Q80Y63;Q811Q8;Q8BKD2;Q8C085	Phosphonate and phosphinate metabolism;Glycerophospholipid metabolism
Q9WU78;O88695;O89014;Q3TED2;Q8BSL8;Q8R0H5;Q99LR3;Q9QZN8	Endocytosis
P70263;A2RSY4;Q8CCM3	Neuroactive ligand-receptor interaction
Q922E4;Q99J50	Phosphonate and phosphinate metabolism;Glycerophospholipid metabolism
Q922S4;Q3TCR8;Q3TXZ6;Q8K2U1	Purine metabolism
Q61481;E9Q6V1;O35388;Q5I7S8;Q8BRR9;Q9JLL9	Purine metabolism;Calcium signaling pathway
O89084;Q8R078;Q9JHQ4;Q9QX48;Q9QX49;Q9QXI8	Purine metabolism
Q8CG03;Q0VBW0	Purine metabolism
Q8CA95;Q3TLU6;Q3TRG6;Q69C21;Q9WVI1	Purine metabolism
Q01065;O35384	Purine metabolism;Calcium signaling pathway
O55057	Purine metabolism
Q02242	Cell adhesion molecules (CAMs);T cell receptor signaling pathway
Q64338;Q62045;Q8BSV6	Purine metabolism;Calcium signaling pathway
O70628	Purine metabolism
P70453;Q3TFY5;Q9ERB3	Purine metabolism
Q9Z0X4	Purine metabolism;Insulin signaling pathway;Progesterone-mediated oocyte maturation
Q9QXQ1;A1L3T2	Purine metabolism
P20033	MAPK signaling pathway;Cytokine-cytokine receptor interaction;Focal adhesion;Gap junction;Regulation of actin cytoskeleton;Pathways in cancer;Glioma;Prostate cancer;Melanoma
Q3UEI1;Q8K0P4	Purine metabolism
Q61409;Q8CIX5;Q9Z1J9	Purine metabolism;Insulin signaling pathway;Progesterone-mediated oocyte maturation
P23440;Q80UF0	Purine metabolism;Phototransduction
O88502;Q059P6	Purine metabolism
P31240;Q6P3C4	MAPK signaling pathway;Cytokine-cytokine receptor interaction;Focal adhesion;Gap junction;Regulation of actin cytoskeleton;Pathways in cancer;Glioma;Prostate cancer;Melanoma
Q91ZQ1;Q8R0D4	Purine metabolism
Q01063;B2KF58;Q6TRH9;Q8C4Q7;Q8CG05	Purine metabolism
Q922R8;Q8BK54	Protein processing in endoplasmic reticulum
Q8CI19;Q99JM4;Q9JHV8;Q9QY71	Cytokine-cytokine receptor interaction;Focal adhesion;Gap junction;Regulation of actin cytoskeleton;Prostate cancer;Melanoma
P27773;Q3TEI9;Q3TIL2;Q3UZK8;Q8C2F4;Q99LF6	Protein processing in endoplasmic reticulum;Antigen processing and presentation
P09103;Q922C8	Protein processing in endoplasmic reticulum
Q925I7;Q3URF6;Q8K2L3;Q9D1L8	Cytokine-cytokine receptor interaction;Focal adhesion;Gap junction;Regulation of actin cytoskeleton;Prostate cancer;Melanoma
Q8BFP9;Q3U5E5	T cell receptor signaling pathway;Fc epsilon RI signaling pathway;Neurotrophin signaling pathway;Toxoplasmosis;Hepatitis C
P08003;P15841;Q3TT79;Q3UJW0;Q6NXW4;Q8BMT8	Protein processing in endoplasmic reticulum;Vibrio cholerae infection
Q9Z2A0;A6H6U3;Q9R1D8;Q9R215	PPAR signaling pathway;mTOR signaling pathway;Focal adhesion;Insulin signaling pathway;Aldosterone-regulated sodium reabsorption;Endometrial cancer;Prostate cancer;Non-small cell lung cancer
